user_id,username,real_name,email,phone,age,gender,height_cm,initial_weight_kg,fitness_goal,role,created_at
219,jie47219,成浩,zhutao@example.com,13837330342,31,女,159.5,70.7,减重,STUDENT,2025-02-12T09:32:47.606579
220,taomao220,陆建华,ganglai@example.com,13215473856,33,男,180.6,73.7,减脂,STUDENT,2025-07-25T09:32:47.606779
221,cyuan221,魏婷婷,xiulanpan@example.net,15757744119,37,女,169.1,63.7,减脂,STUDENT,2025-09-26T09:32:47.606951
222,fangqiu222,唐燕,taoming@example.com,15020631359,33,男,169.6,85.3,增肌,STUDENT,2025-04-21T09:32:47.607124
223,min64223,吴桂珍,ykang@example.org,18161877704,54,男,168.3,68.7,减重,STUDENT,2025-11-12T09:32:47.607296
224,ppeng224,林小红,otang@example.com,13573365172,27,女,168.2,58.5,减脂,STUDENT,2025-03-31T09:32:47.607474
225,wwen225,温涛,mengjing@example.com,13392180653,28,女,159.8,53.9,增肌,STUDENT,2025-09-24T09:32:47.607648
226,haoguiying226,陈健,xiuyingyao@example.com,15969138006,49,男,169.3,77.6,增肌,STUDENT,2025-08-17T09:32:47.607823
227,juan98227,任琴,clin@example.com,15907599041,54,男,176.8,88.5,减脂,STUDENT,2025-03-18T09:32:47.607993
228,fang95228,胡琴,tshao@example.com,15768996696,32,男,180.3,78.3,增肌,STUDENT,2025-04-12T09:32:47.608159
229,chenna229,李秀云,wei34@example.com,18784279943,41,女,165.8,61.2,减重,STUDENT,2025-05-18T09:32:47.608328
230,vxie230,曹倩,lsong@example.com,13631857261,19,女,158.9,51.4,减脂,STUDENT,2025-07-16T09:32:47.608512
231,qzeng231,王秀华,min02@example.com,14510864877,45,女,161.8,74.1,减重,STUDENT,2025-01-31T09:32:47.608680
232,qliu232,黄桂珍,ofang@example.org,13706584886,43,男,172.1,89.8,增肌,STUDENT,2025-09-05T09:32:47.608845
233,uyin233,武萍,hejing@example.org,14557451280,45,女,169.4,48.8,增肌,STUDENT,2025-05-02T09:32:47.609013
234,taohao234,田杨,qiangli@example.com,13982650719,49,男,179.1,67.6,减脂,STUDENT,2025-07-26T09:32:47.609184
235,chao61235,王萍,yeyang@example.com,13567651914,32,女,172.4,50.6,减脂,STUDENT,2025-05-07T09:32:47.609348
236,qiangmeng236,王燕,tliu@example.org,13029200301,26,男,184.1,74.4,增肌,STUDENT,2025-03-17T09:32:47.609515
237,msu237,颜红,chenguiying@example.net,15769521900,36,男,172.0,71.2,减脂,STUDENT,2025-10-19T09:32:47.609684
238,weizhou238,梁杨,liangqiang@example.com,13487532738,33,男,166.9,88.0,减重,STUDENT,2025-06-08T09:32:47.609853
239,duanjie239,陈亮,mqian@example.org,18290206699,42,男,170.6,93.9,减重,STUDENT,2025-11-04T09:32:47.610019
240,yanma240,郝丽娟,ffan@example.com,13349071474,28,女,160.8,65.3,减脂,STUDENT,2025-05-16T09:32:47.610189
241,myao241,郑军,yongshao@example.net,14553721595,28,女,172.7,70.5,减重,STUDENT,2025-03-18T09:32:47.610379
242,naqiao242,段帆,nalu@example.net,14527567267,42,男,178.8,91.7,减重,STUDENT,2025-09-14T09:32:47.610569
243,gang03243,熊春梅,xiangtao@example.net,18069860745,24,女,160.3,56.3,增肌,STUDENT,2025-09-28T09:32:47.610741
244,jie09244,段霞,chaoduan@example.org,13140493881,36,女,159.8,69.9,减脂,STUDENT,2025-09-10T09:32:47.610909
245,jie20245,张燕,yanfeng@example.org,13397786658,50,男,177.0,88.0,减重,STUDENT,2025-03-31T09:32:47.611078
246,juan64246,余林,leidu@example.org,13362086104,42,男,173.2,93.3,减脂,STUDENT,2025-10-20T09:32:47.611242
247,leihou247,关玉,xiaqiang@example.net,18534796999,23,男,179.1,76.6,增肌,STUDENT,2025-07-07T09:32:47.611410
248,taocai248,蓝慧,yangwu@example.org,13207499014,32,男,171.1,62.1,减脂,STUDENT,2025-11-29T09:32:47.611585
249,jing84249,黄璐,gangyan@example.org,13505105131,19,男,173.9,68.7,减重,STUDENT,2025-04-27T09:32:47.611770
250,tsong250,蒋杰,bsu@example.org,18167163829,52,男,166.6,67.0,减脂,STUDENT,2025-03-01T09:32:47.611939
251,baina251,张金凤,xia68@example.com,18790989884,25,男,182.6,61.5,减脂,STUDENT,2025-10-10T09:32:47.612111
252,yankong252,张建华,hufang@example.org,13762817620,40,女,162.2,70.2,增肌,STUDENT,2025-07-10T09:32:47.612283
253,zhangfang253,时畅,junlu@example.net,15589509304,22,女,171.9,71.0,增肌,STUDENT,2025-09-07T09:32:47.612450
254,shaolei254,宋龙,vcao@example.net,14554526204,53,女,171.2,61.6,减重,STUDENT,2025-09-22T09:32:47.612626
255,fanggang255,蔡玉珍,xiejun@example.net,14504066094,21,男,183.0,74.9,增肌,STUDENT,2025-05-14T09:32:47.612887
256,taodai256,赵柳,shiyong@example.org,13617261875,54,女,164.6,47.1,减脂,STUDENT,2025-03-09T09:32:47.613120
257,zhouqiang257,宋畅,leijie@example.com,18546328431,19,男,175.0,71.8,减脂,STUDENT,2025-10-31T09:32:47.613411
258,guiying87258,王华,gangwan@example.org,13196545023,19,男,181.8,82.0,减重,STUDENT,2025-07-17T09:32:47.613717
259,jie29259,罗雪,xiulan63@example.com,15578167330,42,女,164.9,51.7,减重,STUDENT,2025-08-21T09:32:47.613978
260,wenjun260,张健,jungong@example.com,13595494028,30,男,180.3,67.1,减脂,STUDENT,2025-11-05T09:32:47.614397
261,minxue261,郝桂香,fangzhang@example.net,18892657225,34,女,168.4,58.8,减重,STUDENT,2025-04-11T09:32:47.614730
262,ping41262,李霞,leichen@example.org,13206146400,26,女,173.0,58.1,减脂,STUDENT,2025-04-10T09:32:47.615091
263,xyi263,赵雪梅,wangyang@example.com,13534480146,31,女,173.5,45.3,减脂,STUDENT,2025-09-12T09:32:47.615433
264,jun55264,郭娟,wgao@example.org,14589021320,51,女,163.3,66.8,减重,STUDENT,2025-03-09T09:32:47.615774
265,ekang265,陈红霞,gang18@example.org,13369647553,43,男,174.5,71.6,减重,STUDENT,2025-05-24T09:32:47.616039
266,yongyuan266,隋玉珍,dxue@example.net,18975980834,45,男,170.0,77.6,减脂,STUDENT,2025-06-22T09:32:47.616291
267,xxiong267,萧桂花,guiyingliu@example.org,13264125013,20,女,165.4,48.3,减重,STUDENT,2025-05-09T09:32:47.616578
268,min45268,邵东,pingtian@example.org,13537558421,30,男,169.7,75.6,减重,STUDENT,2025-04-27T09:32:47.616837
269,xiulan39269,吕桂香,weixiulan@example.net,14717199549,26,男,181.7,74.9,减重,STUDENT,2025-11-30T09:32:47.617098
270,yanzhu270,关莹,rzeng@example.net,18704610137,39,男,171.0,60.1,增肌,STUDENT,2025-02-17T09:32:47.617376
271,ckong271,罗丽丽,yong38@example.org,13521728702,52,女,165.6,67.5,减脂,STUDENT,2025-06-29T09:32:47.617642
272,gangliao272,王建平,tianjuan@example.org,13348811502,51,女,172.4,45.5,减重,STUDENT,2025-02-18T09:32:47.617903
273,yanwei273,祝玉梅,gujie@example.net,18778265366,43,男,171.9,92.5,减脂,STUDENT,2025-04-14T09:32:47.618144
274,ming86274,杨建华,weiqiang@example.org,14706727202,27,男,176.6,68.8,减脂,STUDENT,2025-08-01T09:32:47.618396
275,mali275,向玉,xzou@example.org,18530810325,47,男,167.6,93.7,增肌,STUDENT,2025-07-31T09:32:47.618642
276,jiangna276,谭小红,longmin@example.org,13116316968,48,女,162.5,70.6,减重,STUDENT,2025-01-20T09:32:47.618884
277,cyao277,陈桂荣,na50@example.net,18731259689,25,女,170.5,50.5,减脂,STUDENT,2025-11-01T09:32:47.619137
278,eqian278,林颖,rcao@example.net,14549682806,39,女,155.1,48.5,减脂,STUDENT,2025-09-05T09:32:47.619399
279,tianyan279,陈桂珍,baijuan@example.net,15604441676,42,男,167.7,60.2,减重,STUDENT,2025-03-06T09:32:47.619637
280,yangqian280,安涛,czhu@example.com,13137051430,40,男,167.9,62.9,增肌,STUDENT,2025-03-23T09:32:47.619877
281,longping281,詹敏,xiatian@example.net,13932110147,51,女,164.3,56.7,减重,STUDENT,2025-07-25T09:32:47.620118
282,mingluo282,宋飞,panjun@example.org,18868633724,49,男,172.8,62.5,减重,STUDENT,2025-11-28T09:32:47.620367
283,yan98283,林宁,otang@example.net,13387586758,37,女,170.6,59.4,减脂,STUDENT,2025-08-12T09:32:47.620614
284,renmin284,刘志强,juanqiao@example.org,18836892472,18,女,163.3,45.1,减脂,STUDENT,2025-08-01T09:32:47.620865
285,fyu285,袁丹丹,ming83@example.net,13022210985,54,男,179.9,68.6,增肌,STUDENT,2025-04-23T09:32:47.621109
286,ftan286,陈雷,axie@example.org,15227710230,34,男,171.4,76.7,减脂,STUDENT,2025-09-01T09:32:47.621362
287,iyu287,张桂芝,qiangyu@example.com,13034292217,33,男,180.0,76.4,减重,STUDENT,2025-10-06T09:32:47.621697
288,jingyang288,张飞,wangping@example.net,18871458111,54,男,170.5,93.5,减脂,STUDENT,2025-10-01T09:32:47.621963
289,zhengfang289,王英,min77@example.com,13934484681,49,男,175.0,68.8,增肌,STUDENT,2025-02-12T09:32:47.622214
290,pduan290,陈秀兰,litang@example.org,13671063918,41,男,171.0,72.5,减重,STUDENT,2025-04-05T09:32:47.622485
291,gang99291,冉飞,dongli@example.org,18617028139,31,男,180.5,69.4,减脂,STUDENT,2025-10-17T09:32:47.622753
292,lei19292,陈旭,juan11@example.org,18807605170,42,女,171.8,72.7,增肌,STUDENT,2025-05-16T09:32:47.623004
293,yanyi293,张雷,mincui@example.org,13462743924,46,女,166.8,50.5,增肌,STUDENT,2025-05-16T09:32:47.623267
294,qiang41294,杨军,taowei@example.net,13909413494,23,男,172.7,87.5,减重,STUDENT,2025-11-14T09:32:47.623528
295,yan60295,王平,yufang@example.net,13209811252,43,男,165.4,79.3,增肌,STUDENT,2025-09-11T09:32:47.623801
296,fwen296,黄淑珍,mengxiuying@example.net,18218929361,21,女,155.1,68.2,增肌,STUDENT,2025-07-08T09:32:47.624059
297,mingzou297,宋颖,qiang69@example.org,15946635600,19,男,167.5,78.5,减脂,STUDENT,2025-05-24T09:32:47.624305
298,xia15298,张磊,mlong@example.com,13320312890,46,女,166.3,52.4,减脂,STUDENT,2025-01-23T09:32:47.624558
299,guiyingkong299,林刚,renwei@example.com,18182411978,21,女,157.1,67.8,增肌,STUDENT,2025-03-12T09:32:47.624822
300,tao46300,谢杨,yang64@example.com,15300171328,50,男,175.0,87.1,增肌,STUDENT,2025-04-10T09:32:47.625082
301,baixiulan301,王志强,nazhou@example.com,14586956692,52,女,163.4,56.3,减重,STUDENT,2025-08-02T09:32:47.625330
302,qiang48302,申畅,haona@example.net,15361367231,38,男,180.2,92.2,减重,STUDENT,2025-11-18T09:32:47.625586
303,min04303,鞠建华,jiebai@example.com,15235545383,54,男,181.0,79.5,减重,STUDENT,2025-07-27T09:32:47.625835
304,yangfan304,陈洋,weipan@example.com,13915879351,29,女,171.7,47.8,减脂,STUDENT,2025-11-06T09:32:47.626082
305,shenwei305,李帆,ming03@example.net,15131056950,41,男,183.2,68.1,减重,STUDENT,2025-12-05T09:32:47.626355
306,suntao306,陈雷,luojie@example.net,18067372282,32,男,181.2,76.2,减重,STUDENT,2025-09-01T09:32:47.626629
307,taogong307,王博,yan33@example.org,15842348930,49,女,164.9,62.6,减重,STUDENT,2025-03-01T09:32:47.626884
308,qiangwang308,储成,jie53@example.org,18671812375,41,男,170.4,81.7,减脂,STUDENT,2025-03-22T09:32:47.627152
309,rshi309,许利,chao48@example.org,18838954101,26,女,174.2,74.8,增肌,STUDENT,2025-06-21T09:32:47.627437
310,yong88310,梁雷,duanfang@example.net,14729363897,30,女,172.4,58.4,减脂,STUDENT,2025-01-28T09:32:47.627687
311,suxiulan311,冷洁,daijuan@example.net,18142556410,37,女,165.2,63.4,减重,STUDENT,2025-06-24T09:32:47.627938
312,ping16312,潘秀云,minma@example.org,18688604905,23,女,159.0,72.7,增肌,STUDENT,2025-11-16T09:32:47.628185
313,wei96313,梁佳,tangjun@example.com,15288591459,54,女,159.2,55.7,增肌,STUDENT,2025-06-18T09:32:47.628445
314,yongliu314,邢建华,jie28@example.net,15677511826,35,女,170.1,71.2,减脂,STUDENT,2025-07-14T09:32:47.628749
315,shan315,蒋颖,guiyingqiu@example.com,14557038712,38,女,160.1,50.8,减重,STUDENT,2025-01-19T09:32:47.628943
316,tqian316,周雷,ming57@example.org,13481623313,20,女,172.7,64.3,减脂,STUDENT,2025-05-29T09:32:47.629119
317,gzhong317,李畅,yangqian@example.org,13149890588,27,男,165.7,68.3,减重,STUDENT,2025-08-21T09:32:47.629321
318,na45318,郭佳,ping00@example.org,15087445386,32,男,172.3,80.2,增肌,STUDENT,2025-06-11T09:32:47.629596
319,scai319,史欢,vwei@example.com,13961602849,31,女,167.8,47.4,增肌,STUDENT,2025-10-09T09:32:47.629872
320,xiuyingshao320,刘慧,byu@example.com,18500926553,35,女,163.6,71.3,减脂,STUDENT,2025-09-02T09:32:47.630160
321,wenguiying321,范桂芝,chao63@example.com,13992474202,43,女,173.4,67.2,减脂,STUDENT,2025-05-17T09:32:47.630525
322,yaojing322,张鹏,atian@example.com,18524231305,33,男,174.8,85.9,减重,STUDENT,2025-06-04T09:32:47.630859
323,yang56323,谢想,dingguiying@example.org,18741060353,29,女,164.9,47.4,减脂,STUDENT,2025-01-19T09:32:47.631142
324,wujie324,陈辉,leiyang@example.net,18950735575,28,男,165.8,73.4,减重,STUDENT,2025-11-09T09:32:47.631468
325,oyang325,杨欣,acai@example.org,15272929889,18,女,162.9,64.1,减重,STUDENT,2025-11-24T09:32:47.631858
326,ayi326,曹志强,cjiang@example.org,15010695513,54,女,158.9,72.1,减脂,STUDENT,2025-11-11T09:32:47.632188
327,taozhu327,马璐,xiulanye@example.org,14705248495,41,女,166.5,66.8,减重,STUDENT,2025-12-19T09:32:47.632504
328,msu328,苏军,leiqiang@example.org,15094634343,30,男,173.1,85.4,减脂,STUDENT,2025-04-30T09:32:47.632815
329,yong58329,李丽丽,hqin@example.net,18004045816,38,男,182.0,64.4,增肌,STUDENT,2025-11-16T09:32:47.633130
330,jwei330,郭艳,chaowen@example.com,13681146653,22,女,172.9,52.5,增肌,STUDENT,2025-03-12T09:32:47.633482
331,yanxiuying331,丁彬,juan06@example.net,18767486735,26,女,164.6,46.6,减重,STUDENT,2025-06-09T09:32:47.633729
332,junwan332,金玉梅,xiuyingli@example.net,18920949120,47,女,155.6,66.1,减脂,STUDENT,2025-05-07T09:32:47.633927
333,bzheng333,任桂兰,taogang@example.net,18677652933,33,男,176.0,63.0,减重,STUDENT,2025-07-16T09:32:47.634117
334,tren334,梁秀梅,zhaona@example.org,18226580927,32,女,167.4,69.7,增肌,STUDENT,2025-03-11T09:32:47.634316
335,yeping335,谢平,ping37@example.org,15018781761,18,女,169.9,61.3,增肌,STUDENT,2025-12-07T09:32:47.634606
336,xiulanpan336,李岩,xiongwei@example.org,18089172238,43,男,181.4,63.4,减重,STUDENT,2025-01-22T09:32:47.634807
337,hexia337,郭娜,jieyuan@example.net,13609743102,28,女,170.4,64.6,减重,STUDENT,2025-03-27T09:32:47.634983
338,na42338,卢红梅,acui@example.org,13244303936,53,女,171.9,46.9,减重,STUDENT,2025-12-06T09:32:47.635158
339,mhan339,高帆,dbai@example.org,18134482859,22,男,165.8,87.1,减脂,STUDENT,2025-10-17T09:32:47.635336
340,minfeng340,刘春梅,weisun@example.net,18237956073,52,女,171.5,72.2,减重,STUDENT,2025-10-01T09:32:47.635527
341,jdeng341,王玉华,ping73@example.org,14514802678,38,女,163.7,73.1,增肌,STUDENT,2025-05-26T09:32:47.635706
342,yinna342,陈晶,dyang@example.com,18786769019,52,女,166.3,67.3,减重,STUDENT,2025-10-20T09:32:47.635884
343,xiazhong343,李波,laiyan@example.com,15968194761,30,女,174.3,70.0,增肌,STUDENT,2025-08-31T09:32:47.636073
344,xiejun344,戈健,tjiang@example.net,14732085149,41,男,183.6,92.2,增肌,STUDENT,2025-10-25T09:32:47.636255
345,jiaxiuying345,路璐,jie59@example.org,18765465263,46,女,157.1,63.9,减脂,STUDENT,2025-04-16T09:32:47.636532
346,laijie346,郑兰英,taoding@example.net,13560892266,30,男,181.7,86.4,减脂,STUDENT,2025-11-18T09:32:47.636843
347,renna347,顾玉兰,chenlei@example.com,14572984848,53,女,167.7,46.3,增肌,STUDENT,2025-03-11T09:32:47.637150
348,xcai348,张岩,qyuan@example.net,18943943370,48,女,159.3,63.5,减重,STUDENT,2025-05-11T09:32:47.637491
349,xiuying11349,曾瑞,dengqiang@example.com,13237692679,53,女,172.7,52.0,减重,STUDENT,2025-07-16T09:32:47.637835
350,fdong350,覃秀云,jie85@example.com,13257315066,45,女,163.9,58.1,增肌,STUDENT,2025-07-19T09:32:47.638120
351,tao41351,石桂花,funa@example.com,13670944368,20,女,167.5,61.9,减脂,STUDENT,2025-10-15T09:32:47.638395
352,eyan352,姚刚,jiemo@example.net,15945501525,41,男,165.2,92.9,减重,STUDENT,2025-11-09T09:32:47.638670
353,guiying07353,李桂芝,guiyinggu@example.org,13670822119,30,男,167.7,64.4,减重,STUDENT,2025-09-14T09:32:47.638968
354,ezhong354,刘丽华,zhongfang@example.org,15877463600,53,男,166.1,62.0,减脂,STUDENT,2025-07-27T09:32:47.639218
355,jingfeng355,姚桂芝,xia19@example.org,13610428242,46,男,174.9,71.4,增肌,STUDENT,2025-09-23T09:32:47.639458
356,guiying48356,段婷婷,tianna@example.com,18891999143,42,女,173.8,48.3,增肌,STUDENT,2025-06-22T09:32:47.639705
357,lei00357,戴红霞,msun@example.com,15368025412,36,男,165.8,94.2,减脂,STUDENT,2025-12-13T09:32:47.639945
358,leixia358,屈丽娟,chaozhao@example.org,15276389109,23,男,165.6,71.0,减重,STUDENT,2025-08-01T09:32:47.640188
359,lye359,李林,yinwei@example.org,13273593719,33,女,167.9,49.0,减脂,STUDENT,2025-02-17T09:32:47.640424
360,xiuying04360,侯佳,min39@example.org,13412549061,24,女,170.6,67.2,减脂,STUDENT,2025-02-06T09:32:47.640661
361,edai361,何娟,cdong@example.net,15176209640,49,男,183.3,65.6,增肌,STUDENT,2025-09-25T09:32:47.640896
362,yixiulan362,黄宇,yongtan@example.org,15985577120,44,男,165.2,79.0,增肌,STUDENT,2025-01-26T09:32:47.641133
363,minliao363,郭玉,dyan@example.com,13602427588,52,女,164.0,72.6,增肌,STUDENT,2025-12-13T09:32:47.641374
364,zhengna364,黄红梅,taowei@example.org,15804510444,45,男,184.9,74.4,增肌,STUDENT,2025-09-16T09:32:47.641612
365,fdong365,黄建华,vxu@example.net,18079636966,18,男,180.0,66.8,增肌,STUDENT,2025-01-20T09:32:47.641875
366,xiulan80366,何桂英,zxiang@example.org,14562230589,23,女,165.6,57.1,增肌,STUDENT,2025-05-23T09:32:47.642110
367,lei95367,王强,gang07@example.com,13833609495,44,女,161.2,66.0,减脂,STUDENT,2025-11-07T09:32:47.642354
368,limo368,徐秀云,luyong@example.net,14564907222,36,女,165.4,47.0,减重,STUDENT,2025-06-13T09:32:47.642603
369,yongqiao369,余荣,fanghou@example.org,13155068568,49,男,179.5,68.9,减脂,STUDENT,2025-05-14T09:32:47.642841
370,sufang370,李柳,kshi@example.com,18554229723,25,男,177.4,64.7,减脂,STUDENT,2025-02-09T09:32:47.643079
371,chao17371,王帅,xiulanzhou@example.com,14551606945,37,女,157.2,45.4,减重,STUDENT,2025-05-10T09:32:47.643320
372,gtian372,楚秀荣,qiangguo@example.net,15380428327,20,男,171.3,67.3,减重,STUDENT,2025-05-19T09:32:47.643561
373,zouguiying373,洪玉英,changyong@example.com,18770337152,18,男,184.9,69.7,减重,STUDENT,2025-03-02T09:32:47.643798
374,maping374,侯瑜,sxiong@example.org,15137780864,50,女,159.7,54.1,减脂,STUDENT,2025-01-30T09:32:47.644031
375,ping33375,黎洋,hchang@example.com,18990710241,24,女,173.6,54.2,减重,STUDENT,2025-10-18T09:32:47.644263
376,chenjie376,金金凤,jie57@example.org,15852408766,55,男,172.7,61.7,减脂,STUDENT,2025-06-05T09:32:47.644497
377,haoqiang377,韦秀芳,wangli@example.org,18070977638,34,男,179.6,63.6,减脂,STUDENT,2025-06-25T09:32:47.644733
378,yanggu378,徐建国,gchang@example.net,13051942739,27,男,176.4,79.9,增肌,STUDENT,2025-07-07T09:32:47.644968
379,fangkong379,林金凤,li54@example.org,18002555024,40,女,161.6,49.7,减重,STUDENT,2025-06-09T09:32:47.645201
380,dfu380,唐帅,gang67@example.net,15742635604,44,男,166.1,70.0,增肌,STUDENT,2025-05-17T09:32:47.645445
381,bpan381,李平,chaoqian@example.org,18081033679,39,男,165.6,80.1,增肌,STUDENT,2025-03-02T09:32:47.645680
382,ghou382,张秀梅,taocai@example.com,15301249326,45,男,180.1,78.7,减重,STUDENT,2025-08-06T09:32:47.645944
383,sshi383,廖俊,ycui@example.net,15732249216,28,男,180.2,68.1,增肌,STUDENT,2025-06-18T09:32:47.646206
384,chaohuang384,史柳,jun93@example.com,18882425473,54,女,160.1,50.8,减脂,STUDENT,2025-12-05T09:32:47.646558
385,renmin385,温玉珍,taoxiang@example.net,15011801175,51,女,155.2,68.6,增肌,STUDENT,2025-03-20T09:32:47.646994
386,zhugang386,张桂珍,fgong@example.net,15823480974,29,男,182.1,93.4,减重,STUDENT,2025-05-14T09:32:47.647296
387,panna387,骆亮,leimin@example.net,14507548807,43,男,171.1,60.8,减重,STUDENT,2025-09-13T09:32:47.647576
388,changjuan388,李桂花,jieren@example.net,15091247615,47,女,161.5,47.9,减重,STUDENT,2025-05-26T09:32:47.647814
389,li15389,夏莹,fcao@example.org,13038720223,42,男,166.1,79.3,减脂,STUDENT,2025-05-02T09:32:47.648096
390,asu390,吕超,xiuying36@example.org,15054694623,31,男,176.2,94.2,减脂,STUDENT,2025-12-07T09:32:47.648553
391,hmo391,柳霞,xzhang@example.com,15742992573,30,男,172.8,85.1,减重,STUDENT,2025-07-19T09:32:47.649029
392,jlei392,陈小红,ozhang@example.net,18592574691,31,女,164.5,67.0,减脂,STUDENT,2025-07-23T09:32:47.649418
393,jyao393,吕坤,zhaojie@example.org,15137571399,41,女,174.1,52.0,增肌,STUDENT,2025-06-04T09:32:47.649759
394,junzou394,赵畅,yongdeng@example.com,18061509834,54,女,165.7,52.7,增肌,STUDENT,2025-07-05T09:32:47.650061
395,guiyingyang395,曹丹,mingyan@example.com,13292124782,32,女,164.2,64.8,增肌,STUDENT,2025-04-15T09:32:47.650368
396,li21396,刘雪,weijia@example.net,13813118092,20,女,172.9,60.9,减脂,STUDENT,2025-11-06T09:32:47.650669
397,yang34397,李畅,ftang@example.net,14739995662,18,女,172.8,49.0,增肌,STUDENT,2025-07-21T09:32:47.650990
398,shixiuying398,任秀云,qinqiang@example.org,15710252491,49,女,166.1,70.8,减重,STUDENT,2025-11-01T09:32:47.651276
399,lei25399,李慧,jiexue@example.net,14782030508,48,女,173.0,70.6,增肌,STUDENT,2025-07-11T09:32:47.651581
400,jingzheng400,徐秀珍,fangxiao@example.net,18766762109,25,女,162.7,73.7,减脂,STUDENT,2025-12-13T09:32:47.651877
401,xiulancui401,董勇,juntang@example.com,18002163591,48,男,170.3,84.5,增肌,STUDENT,2025-02-16T09:32:47.652125
402,yangfeng402,徐倩,bpan@example.net,13590829726,37,女,159.1,65.3,增肌,STUDENT,2025-05-09T09:32:47.652310
403,guiyinggong403,丁莉,weizeng@example.com,13448402612,54,男,169.1,82.5,减重,STUDENT,2025-02-15T09:32:47.652716
404,wei86404,赵秀英,na57@example.com,18769737664,39,女,170.3,68.9,减脂,STUDENT,2025-07-23T09:32:47.652896
405,pdong405,高燕,pzhu@example.net,18262829471,30,男,177.8,78.2,减重,STUDENT,2025-04-25T09:32:47.653069
406,licui406,张凤英,pingsun@example.org,14511978487,31,男,169.5,89.0,减脂,STUDENT,2025-10-22T09:32:47.653239
407,yanghao407,姚丽华,gongyang@example.net,13597027806,35,女,172.4,64.4,增肌,STUDENT,2025-09-10T09:32:47.653423
408,guojie408,张宇,yixiuying@example.net,18782801002,22,女,158.0,50.5,减重,STUDENT,2025-05-05T09:32:47.653598
409,zengxia409,刘秀珍,xiaojuan@example.org,13822306195,41,女,162.1,53.3,增肌,STUDENT,2025-05-17T09:32:47.653768
410,wangyang410,钟兵,taozhang@example.net,15590191125,35,女,156.2,47.8,减脂,STUDENT,2025-05-22T09:32:47.653942
411,caojing411,王瑜,jiemao@example.com,18089108738,24,女,172.7,47.6,减重,STUDENT,2025-10-22T09:32:47.654109
412,ganghu412,辛林,qguo@example.com,18603775613,24,男,171.2,81.7,减重,STUDENT,2025-06-14T09:32:47.654277
413,qiangjia413,左娟,zhaoguiying@example.net,14555476834,25,男,176.4,78.9,减脂,STUDENT,2025-08-08T09:32:47.654457
414,songgang414,郭帆,juansu@example.com,14506161077,35,女,168.2,47.6,减脂,STUDENT,2025-02-23T09:32:47.654626
415,gang40415,王静,ulei@example.net,13641426315,45,女,170.1,55.5,减脂,STUDENT,2025-02-19T09:32:47.654792
416,tao95416,孙勇,yongtan@example.net,15519091220,23,女,155.5,48.5,增肌,STUDENT,2025-10-14T09:32:47.654957
417,guli417,陈莹,fangli@example.org,15006369835,39,男,175.5,70.5,增肌,STUDENT,2025-03-21T09:32:47.655127
418,zhaoyan418,李冬梅,yinxiuying@example.net,13144684259,18,女,165.5,66.7,增肌,STUDENT,2025-08-05T09:32:47.655297
419,zhougang419,金玉兰,mcai@example.org,15184033426,49,男,167.7,78.7,增肌,STUDENT,2025-10-22T09:32:47.655481
420,jieyang420,李桂芝,xqiu@example.net,18592547272,44,女,165.9,49.9,减重,STUDENT,2025-05-23T09:32:47.655648
421,bye421,黄博,yong42@example.net,18737869939,51,女,160.8,49.5,减脂,STUDENT,2025-12-15T09:32:47.655811
422,linxiulan422,高欢,xia56@example.com,18653045818,39,男,169.1,91.0,增肌,STUDENT,2025-08-09T09:32:47.655977
423,alei423,潘桂珍,jing60@example.com,18509289513,23,女,174.1,46.4,减重,STUDENT,2025-03-26T09:32:47.656144
424,tduan424,李帆,yongpeng@example.net,13408359871,31,女,169.6,73.4,减重,STUDENT,2025-04-13T09:32:47.656310
425,xiuyingtan425,郝桂珍,xia24@example.org,18568362165,37,女,166.3,57.1,增肌,STUDENT,2025-10-21T09:32:47.656489
426,cshen426,宋波,jxiang@example.org,13995753100,48,女,170.5,51.3,减脂,STUDENT,2025-06-28T09:32:47.656679
427,yongsong427,李涛,qiangliu@example.com,18624628145,51,男,178.5,81.7,减重,STUDENT,2025-05-01T09:32:47.656849
428,zhaomin428,吕桂英,xiasun@example.net,18964492975,44,男,178.7,84.3,减脂,STUDENT,2025-10-03T09:32:47.657017
429,xlong429,曹燕,laichao@example.com,14547364211,20,男,176.4,73.8,减重,STUDENT,2025-12-10T09:32:47.657183
430,wei59430,汤颖,juanxu@example.net,13687690696,21,女,160.4,45.2,减脂,STUDENT,2025-03-23T09:32:47.657362
431,jing36431,张坤,xiamo@example.net,14541500862,48,男,166.7,70.6,减重,STUDENT,2025-04-09T09:32:47.657538
432,juan49432,季玉兰,taoxiang@example.com,18880376767,51,女,171.3,58.9,减脂,STUDENT,2025-03-24T09:32:47.657705
433,linguiying433,崔雪,mli@example.org,15536109897,27,男,181.9,64.8,减脂,STUDENT,2025-09-14T09:32:47.657871
434,sunjuan434,赵莹,na02@example.net,15507309429,22,男,183.9,81.9,减脂,STUDENT,2025-02-28T09:32:47.658040
435,qiang32435,席慧,qiang55@example.net,18249497640,38,男,180.0,79.0,减重,STUDENT,2025-11-30T09:32:47.658203
436,gang11436,章畅,lei41@example.net,13481518830,48,男,177.0,75.1,增肌,STUDENT,2025-06-14T09:32:47.658391
