user_id,username,real_name,email,phone,age,gender,height_cm,initial_weight_kg,bmi,fitness_goal,member_type,join_date,role
537,kcai536,麻芳,ming76@example.org,13726438197,31,女,160.4,46.7,18.2,塑形,月卡,2025-07-01,STUDENT
538,yong11537,杨东,namo@example.org,15661642109,48,男,178.0,71.3,22.5,减脂,年卡,2025-09-18,STUDENT
539,mingcheng538,王兰英,qinli@example.com,15746226825,35,女,152.2,48.0,20.7,增肌,季卡,2024-02-22,STUDENT
540,pyi539,田燕,daijie@example.org,14769283404,24,男,181.0,87.0,26.6,减重,季卡,2025-06-11,STUDENT
541,kangyan540,宗红,ehu@example.com,13026626108,34,女,158.3,52.5,21.0,减脂,季卡,2025-09-15,STUDENT
542,hluo541,朱想,uzeng@example.net,13185969866,25,男,170.1,87.4,30.2,减重,月卡,2025-09-24,STUDENT
543,usong542,朱娟,juanshi@example.net,15855965859,35,女,161.9,61.1,23.3,减重,月卡,2025-07-01,STUDENT
544,qiangsun543,桂刚,qiang68@example.com,15771458650,37,女,165.2,62.0,22.7,增肌,季卡,2024-11-10,STUDENT
545,ghao544,王秀梅,zhongqiang@example.org,13456224119,30,男,170.4,68.0,23.4,减脂,季卡,2024-12-08,STUDENT
546,chao69545,王平,jun91@example.com,15188049346,51,男,171.6,70.3,23.9,减脂,季卡,2024-09-02,STUDENT
547,caoping546,李凤英,jun30@example.net,18701783782,30,男,176.4,75.1,24.2,减重,年卡,2025-09-14,STUDENT
548,min59547,王桂英,li53@example.net,18605920298,23,女,163.7,58.3,21.8,塑形,年卡,2024-06-04,STUDENT
549,juanliang548,宁建,chenyan@example.com,13049037319,24,女,160.4,43.7,17.0,塑形,年卡,2024-08-23,STUDENT
550,cguo549,刘秀梅,leiqiang@example.net,18875754742,29,女,164.6,62.4,23.0,减重,季卡,2025-11-17,STUDENT
551,pingshen550,李雪梅,juan86@example.net,13431251049,34,男,178.0,53.9,17.0,减重,年卡,2025-06-28,STUDENT
552,jieqiu551,赵超,gangchen@example.org,15200800189,48,男,184.5,80.3,23.6,增肌,月卡,2024-10-15,STUDENT
553,juanmao552,汪霞,yliang@example.org,15277411825,24,男,178.6,66.6,20.9,塑形,年卡,2024-04-22,STUDENT
554,jinglong553,黄波,zpan@example.net,15043979447,27,男,175.7,64.3,20.8,减重,季卡,2025-01-23,STUDENT
555,leicai554,罗旭,xia49@example.org,13420716539,54,女,156.9,68.3,27.7,塑形,月卡,2024-03-24,STUDENT
556,yren555,韦海燕,weidai@example.net,13569824112,32,男,170.9,72.0,24.7,减脂,月卡,2024-04-29,STUDENT
557,oxiong556,郑建国,moxia@example.org,18293728005,27,男,177.2,80.0,25.5,减脂,月卡,2025-03-05,STUDENT
558,weixue557,吴红霞,yan62@example.com,18638831671,51,女,160.8,59.7,23.1,减重,年卡,2024-05-16,STUDENT
559,zxia558,王丽华,tanjing@example.net,13118485548,36,男,186.4,82.8,23.8,减重,月卡,2024-04-08,STUDENT
560,jie53559,艾雪梅,taoqin@example.com,13787201298,42,男,173.2,81.5,27.2,减重,年卡,2025-04-23,STUDENT
561,kluo560,黄帆,li30@example.net,15768462800,25,女,165.5,70.0,25.6,增肌,月卡,2025-02-15,STUDENT
562,pingxie561,公鑫,wxie@example.org,14569358049,33,男,175.8,63.6,20.6,塑形,季卡,2025-02-18,STUDENT
563,ganghe562,张志强,xiulanzeng@example.org,13082249821,63,女,168.2,52.5,18.6,减重,季卡,2024-03-01,STUDENT
564,yang83563,陈建,guiyingfan@example.net,18015976753,25,男,173.8,65.7,21.7,塑形,季卡,2024-08-13,STUDENT
565,qiangxie564,李兰英,linxia@example.net,13297634657,41,男,171.6,73.6,25.0,减脂,月卡,2025-02-07,STUDENT
566,na38565,杨彬,xiuyingfang@example.com,18195737849,42,男,173.9,76.4,25.3,增肌,年卡,2024-05-19,STUDENT
567,longjing566,田伟,hougang@example.com,13664097255,21,男,181.7,83.7,25.4,增肌,季卡,2024-09-11,STUDENT
568,liuchao567,詹俊,fengxia@example.com,13508327222,23,男,170.5,78.2,26.9,减重,年卡,2024-07-23,STUDENT
569,qyang568,汤秀珍,baijun@example.net,18838671202,27,男,179.1,65.2,20.3,减重,季卡,2024-09-22,STUDENT
570,juanhan569,邢莉,cchen@example.net,18736041130,25,女,163.0,64.0,24.1,减重,年卡,2025-04-02,STUDENT
571,mingxiong570,高桂香,jingbai@example.org,18852659691,37,女,158.5,65.6,26.1,减重,月卡,2024-05-16,STUDENT
572,yinyan571,芦春梅,juanduan@example.net,13641242031,39,男,171.1,71.4,24.4,减脂,年卡,2025-03-22,STUDENT
573,gongjie572,陈桂兰,fang73@example.net,15345449062,44,男,171.0,70.3,24.0,增肌,次卡,2024-01-24,STUDENT
574,jing96573,牛志强,shiqiang@example.com,18623423722,20,男,165.4,53.9,19.7,减脂,月卡,2025-04-08,STUDENT
575,xiachao574,王建华,xiuyingxue@example.org,14598020950,40,女,168.0,54.9,19.5,减脂,季卡,2024-12-30,STUDENT
576,qiang78575,鄢杨,fuqiang@example.net,13728279825,29,女,155.0,40.9,17.0,减重,年卡,2024-03-24,STUDENT
577,liuyang576,杨宇,fzhong@example.org,13705773281,27,男,168.2,56.6,20.0,减脂,年卡,2024-12-04,STUDENT
578,ming85577,梁磊,xiahou@example.org,18766740286,35,女,168.2,70.8,25.0,减重,月卡,2025-10-18,STUDENT
579,wei32578,钟敏,yuanjie@example.org,15226243412,30,女,156.6,70.5,28.8,增肌,季卡,2024-02-24,STUDENT
580,rliao579,金佳,ping93@example.com,18277546440,28,男,177.9,72.9,23.0,增肌,年卡,2024-04-17,STUDENT
581,chao13580,吴建,jinghe@example.net,18553707361,31,男,157.0,76.1,30.9,增肌,年卡,2025-02-23,STUDENT
582,taodai581,梅想,gang66@example.net,15782666571,32,女,153.1,40.0,17.1,减重,月卡,2024-05-16,STUDENT
583,xia33582,盛兵,wei26@example.com,13735676577,41,男,178.1,99.4,31.3,减脂,年卡,2024-08-22,STUDENT
584,ckang583,陈强,juntao@example.com,15521872245,51,女,166.9,66.0,23.7,增肌,年卡,2024-05-30,STUDENT
585,gding584,王玉华,maojing@example.com,14549895908,19,女,163.0,65.2,24.6,减重,季卡,2024-05-29,STUDENT
586,mmeng585,张东,lei44@example.org,13899303815,38,女,163.8,61.3,22.8,减脂,季卡,2025-05-08,STUDENT
587,xiulan37586,钟桂荣,mengchao@example.org,15284433357,40,女,160.5,56.2,21.8,增肌,季卡,2025-03-31,STUDENT
588,ming06587,曾英,junwan@example.com,15173155378,33,男,167.5,65.0,23.2,减脂,年卡,2024-05-04,STUDENT
589,ffeng588,陶秀华,wei69@example.net,13306000200,35,男,161.8,62.1,23.7,减脂,月卡,2025-08-22,STUDENT
590,yong17589,田彬,ysong@example.org,18789311187,52,女,155.1,44.9,18.7,减脂,年卡,2025-07-21,STUDENT
591,juanxie590,王小红,qiang89@example.org,13681203789,21,女,160.9,67.8,26.2,减脂,年卡,2024-09-10,STUDENT
592,ihuang591,谢玉,liuxia@example.com,15732487117,20,男,177.5,60.8,19.3,减脂,年卡,2025-06-24,STUDENT
593,yong03592,陈华,longlei@example.net,13871364161,26,男,166.1,74.0,26.8,减脂,季卡,2025-07-03,STUDENT
594,xia20593,钟桂花,adu@example.org,18602938832,28,女,155.1,51.3,21.3,增肌,年卡,2025-08-12,STUDENT
595,uxia594,李玉珍,xiajun@example.org,13431350158,42,女,162.8,50.6,19.1,减脂,季卡,2025-12-18,STUDENT
596,yhe595,陈兵,shijie@example.org,13174229822,21,女,160.5,46.4,18.0,塑形,年卡,2024-06-27,STUDENT
597,huna596,陈杨,xiafang@example.net,18917325892,18,男,168.4,70.8,25.0,减重,年卡,2025-02-06,STUDENT
598,jingfang597,赵斌,liuming@example.com,18911826161,24,女,152.0,53.9,23.3,减重,年卡,2025-02-20,STUDENT
599,guoqiang598,王博,junwu@example.net,15374930990,53,女,159.9,60.5,23.7,减脂,年卡,2025-08-07,STUDENT
600,xiulandai599,王淑兰,changping@example.net,14515440886,33,女,161.1,67.7,26.1,增肌,月卡,2024-11-04,STUDENT
601,fanjuan600,李秀英,juan05@example.net,15970437320,21,男,172.8,67.8,22.7,减重,月卡,2024-07-24,STUDENT
602,shenli601,黎岩,jiecui@example.com,13845898452,23,男,172.7,76.5,25.6,减重,年卡,2024-06-23,STUDENT
603,min40602,曹海燕,yong56@example.com,13926988231,45,男,172.3,71.6,24.1,减脂,年卡,2025-12-02,STUDENT
604,taoyin603,彭兵,yong29@example.com,18760593981,19,女,156.5,49.0,20.0,减脂,月卡,2025-04-08,STUDENT
605,fuqiang604,李敏,qingang@example.org,13928196493,28,男,163.6,78.3,29.2,减脂,年卡,2025-02-17,STUDENT
606,bcai605,林佳,dingping@example.com,18087487838,27,女,153.8,47.1,19.9,减脂,年卡,2024-10-20,STUDENT
607,kangchao606,萧艳,jing64@example.com,18530117917,37,男,167.7,75.0,26.7,减重,年卡,2024-07-31,STUDENT
608,fanglei607,张晨,chaozou@example.com,18561469252,21,女,158.5,64.7,25.7,增肌,次卡,2024-12-21,STUDENT
609,fanwei608,傅红,lyi@example.org,15629127270,40,男,168.0,70.1,24.8,减重,季卡,2025-05-24,STUDENT
610,mawei609,谭雪梅,xlei@example.com,18087676842,43,女,155.8,69.0,28.4,减重,月卡,2025-09-22,STUDENT
611,hanjun610,卢金凤,leimo@example.net,18538562352,55,女,154.1,54.4,22.9,减重,月卡,2024-07-17,STUDENT
612,lisun611,周想,guiyingtan@example.net,18607297656,19,女,163.2,61.9,23.2,减脂,季卡,2025-02-22,STUDENT
613,huangqiang612,黄柳,yanghu@example.net,15332758914,26,男,170.9,68.9,23.6,增肌,年卡,2025-02-28,STUDENT
614,qiang59613,苏秀兰,izhu@example.com,18219107776,31,女,160.2,55.3,21.6,增肌,月卡,2025-11-06,STUDENT
615,xiongqiang614,尹丽丽,yzhou@example.com,13449810499,20,男,177.8,96.8,30.6,减重,年卡,2024-03-26,STUDENT
616,yegang615,段秀梅,dxia@example.net,14733711686,27,女,157.2,44.2,17.9,增肌,月卡,2024-11-07,STUDENT
617,axu616,杨荣,cuijuan@example.org,18573006734,33,女,159.6,75.7,29.7,增肌,年卡,2024-08-20,STUDENT
618,baiqiang617,张凤兰,lei40@example.org,18711500128,38,男,167.2,80.8,28.9,减重,年卡,2025-07-12,STUDENT
619,ccai618,逯玉英,minqin@example.com,15796149887,25,女,168.4,57.7,20.3,减重,季卡,2024-12-20,STUDENT
620,fengjuan619,张伟,juansun@example.org,15170460110,38,女,162.8,71.3,26.9,塑形,月卡,2024-10-27,STUDENT
621,xiacao620,张波,yangzhou@example.org,13875064536,27,女,158.1,53.5,21.4,减脂,月卡,2024-01-28,STUDENT
622,hanping621,张瑞,hfan@example.org,18540706902,35,男,168.5,59.5,21.0,塑形,年卡,2025-01-10,STUDENT
623,jingmeng622,徐梅,uduan@example.net,14529945291,35,男,168.1,57.4,20.3,减脂,年卡,2024-08-16,STUDENT
624,hfan623,刘海燕,gtao@example.net,15045305163,32,男,172.2,64.3,21.7,增肌,年卡,2024-04-04,STUDENT
625,schen624,周帆,yangu@example.net,18606278189,20,女,161.2,45.0,17.3,增肌,年卡,2025-10-07,STUDENT
626,lei83625,李红梅,yzeng@example.org,15021408134,41,男,174.0,80.2,26.5,减重,季卡,2024-07-21,STUDENT
627,xiongyang626,姚婷婷,liren@example.net,15290419660,24,女,150.0,52.0,23.1,增肌,月卡,2024-09-24,STUDENT
628,ncheng627,李想,sxiang@example.org,15976520238,43,男,179.4,65.5,20.4,增肌,季卡,2025-08-23,STUDENT
629,yuxia628,姚雷,guiying04@example.org,15022438269,56,男,182.0,83.7,25.3,减脂,月卡,2024-06-08,STUDENT
630,fanggao629,刘强,ewan@example.com,18879437981,19,女,156.5,53.5,21.8,增肌,年卡,2024-02-21,STUDENT
631,oliao630,贾辉,yangluo@example.com,18273380836,41,女,162.8,58.9,22.2,增肌,年卡,2024-09-13,STUDENT
632,gang07631,欧阳淑英,jun49@example.net,18178356737,35,女,162.7,50.9,19.2,增肌,季卡,2024-09-15,STUDENT
633,gaoyang632,吕桂英,juan87@example.net,18268600990,21,男,173.0,59.1,19.8,减重,年卡,2025-02-27,STUDENT
634,na51633,王畅,li98@example.net,18993805041,31,男,171.3,62.5,21.3,减重,月卡,2025-08-01,STUDENT
635,wanwei634,李玉兰,bcao@example.org,18843421316,42,男,167.6,77.8,27.7,减重,月卡,2025-08-21,STUDENT
636,jiangjing635,郑瑜,yang89@example.org,15377398933,52,男,178.5,82.3,25.8,减脂,年卡,2025-01-10,STUDENT
637,xmeng636,李帆,lchen@example.org,15126583529,24,男,165.4,63.1,23.1,塑形,年卡,2024-04-29,STUDENT
638,lizhang637,解冬梅,qiaoxiuying@example.net,15376671680,25,女,166.1,61.8,22.4,减脂,次卡,2025-08-07,STUDENT
639,uren638,赵兰英,yankang@example.net,14507760156,56,男,185.9,87.0,25.2,减脂,季卡,2024-05-02,STUDENT
640,fcheng639,居云,li76@example.org,18904232448,34,男,173.2,69.2,23.1,减脂,月卡,2025-08-13,STUDENT
641,ptang640,詹瑞,qiang87@example.net,15585756409,23,女,160.7,55.6,21.5,减脂,年卡,2025-04-12,STUDENT
642,cuixiulan641,黄梅,tangfang@example.org,15849205887,31,女,163.5,66.5,24.9,减脂,月卡,2024-10-26,STUDENT
643,whao642,陈秀兰,changyong@example.net,15595563808,44,女,156.1,43.9,18.0,增肌,年卡,2025-02-04,STUDENT
644,lianggang643,周建军,yijuan@example.com,18611279966,44,男,161.0,66.1,25.5,减重,年卡,2025-02-28,STUDENT
645,yong10644,胡金凤,luyan@example.com,18793405884,38,男,165.4,48.0,17.5,减脂,年卡,2025-01-26,STUDENT
646,yan05645,崔丹丹,uqian@example.net,13076548810,41,女,161.9,77.3,29.5,减脂,次卡,2024-10-21,STUDENT
647,xiazhang646,梁艳,linchao@example.net,15871851110,44,女,160.0,62.7,24.5,增肌,季卡,2025-12-09,STUDENT
648,tanxia647,徐芳,ygu@example.org,15202409874,26,女,160.4,55.8,21.7,减重,年卡,2025-06-01,STUDENT
649,idai648,梁莹,wshen@example.net,13988892122,28,女,164.6,57.2,21.1,减脂,月卡,2025-10-20,STUDENT
650,changlei649,陈云,na77@example.com,15662375127,40,男,173.6,75.2,25.0,增肌,月卡,2024-09-15,STUDENT
651,sujuan650,司莉,kqiu@example.net,18693309252,21,女,156.7,61.3,25.0,减重,年卡,2025-03-03,STUDENT
652,akang651,张俊,tzhao@example.net,13791589079,36,女,159.1,50.0,19.7,减重,次卡,2025-02-05,STUDENT
653,jingshi652,易峰,wei08@example.net,15352907412,56,男,175.2,65.4,21.3,增肌,季卡,2024-09-25,STUDENT
654,weifeng653,吴淑珍,chengmin@example.org,13750976064,41,男,172.2,71.1,24.0,增肌,次卡,2025-02-24,STUDENT
655,guiyingyu654,雷淑珍,juanfu@example.net,15586988431,27,男,178.5,81.0,25.4,塑形,年卡,2025-08-22,STUDENT
656,hxiao655,刘凯,ogong@example.com,13459847077,32,女,159.9,62.5,24.5,减脂,月卡,2024-05-03,STUDENT
657,yinfang656,吴玉梅,xiuyingwei@example.net,18746698244,36,女,167.0,66.0,23.7,减脂,次卡,2025-11-12,STUDENT
658,wei27657,潘梅,guiying30@example.com,15502409622,23,男,172.1,59.4,20.1,增肌,年卡,2024-02-14,STUDENT
659,iyi658,秦兰英,liuli@example.com,15942654377,35,女,154.7,50.4,21.1,减重,年卡,2024-07-02,STUDENT
660,zouxiulan659,黄帅,iyao@example.net,18045946345,20,男,168.3,66.4,23.4,增肌,月卡,2024-06-14,STUDENT
661,itang660,陈鑫,fang07@example.com,15651891021,27,女,160.3,60.6,23.6,减重,季卡,2025-01-17,STUDENT
662,na79661,沈帅,na11@example.org,15942619078,30,男,171.6,74.9,25.5,塑形,年卡,2024-08-23,STUDENT
663,min40662,林桂芝,zhonggang@example.com,15008463379,56,男,172.4,53.7,18.1,减脂,季卡,2024-03-05,STUDENT
664,tao50663,陈璐,qingang@example.net,15216826488,45,男,166.4,65.2,23.6,塑形,年卡,2025-01-28,STUDENT
665,jielai664,胡秀英,minghuang@example.net,13248300518,27,女,154.0,56.4,23.8,减重,年卡,2025-11-27,STUDENT
666,yanren665,金慧,qiang96@example.org,14590032032,51,女,167.7,72.1,25.7,减脂,季卡,2024-02-24,STUDENT
667,yangzhang666,曾春梅,yong62@example.org,15728265767,19,男,170.7,83.0,28.5,减重,次卡,2024-06-20,STUDENT
668,tqiao667,张秀荣,yan26@example.org,18670580939,27,男,172.9,68.7,23.0,减脂,年卡,2024-10-14,STUDENT
669,yan12668,张丹丹,xujing@example.com,13427696335,39,女,156.9,51.9,21.1,减脂,次卡,2025-07-18,STUDENT
670,nachen669,张秀芳,qiangmeng@example.org,15015519380,23,男,169.7,70.6,24.5,减重,月卡,2025-04-09,STUDENT
671,jshen670,李娜,lei84@example.net,18025278030,35,男,173.0,71.8,24.0,塑形,季卡,2024-09-17,STUDENT
672,yanmo671,姚雪梅,ligu@example.net,15247442963,42,女,162.2,67.3,25.6,减重,年卡,2024-06-23,STUDENT
673,xia44672,郭兵,xiaoping@example.net,18894965684,19,男,177.7,61.7,19.5,增肌,月卡,2024-07-26,STUDENT
674,elu673,吴超,fliao@example.net,14793842215,22,男,156.7,65.8,26.8,减重,次卡,2024-11-27,STUDENT
675,txiong674,孔志强,li99@example.com,13787685694,26,女,153.2,50.0,21.3,减重,季卡,2024-11-17,STUDENT
676,li44675,宋华,scheng@example.com,13253289899,44,女,154.1,40.4,17.0,塑形,月卡,2024-01-29,STUDENT
677,yuanjuan676,王丽娟,jinna@example.com,13676223715,51,男,175.2,80.7,26.3,减脂,年卡,2025-08-18,STUDENT
678,guiyingyang677,周丽,yan67@example.org,14733296802,24,男,168.5,48.3,17.0,减重,年卡,2025-01-04,STUDENT
679,li66678,伍玲,li77@example.net,13388960961,20,男,168.7,71.7,25.2,减重,年卡,2025-04-08,STUDENT
680,xiulan84679,张莉,jie87@example.com,18674648847,20,男,163.1,65.3,24.6,增肌,次卡,2024-06-08,STUDENT
681,namo680,华欢,eyin@example.net,15160553567,34,男,171.9,76.1,25.7,减重,月卡,2025-09-13,STUDENT
682,zhongna681,周涛,li02@example.com,14521528826,25,女,160.6,49.2,19.1,减重,年卡,2025-04-26,STUDENT
683,jun13682,罗杰,pingxie@example.net,13565215960,19,男,179.2,75.5,23.5,减重,季卡,2024-03-31,STUDENT
684,atao683,刘丽华,jing02@example.net,15620838244,45,男,171.8,62.6,21.2,减脂,季卡,2025-02-02,STUDENT
685,qinyong684,钟丽,jinyang@example.com,18575657308,58,男,169.3,61.2,21.3,减重,年卡,2024-03-06,STUDENT
686,longtao685,郝东,qiang48@example.net,15681769807,31,男,171.0,85.2,29.1,减脂,季卡,2024-08-18,STUDENT
687,lizhu686,梁辉,jingren@example.net,15183218473,31,女,153.1,40.2,17.2,减脂,月卡,2024-03-01,STUDENT
688,qiangshen687,胡帆,chaoliao@example.net,14574324041,40,男,180.8,76.4,23.4,增肌,月卡,2024-03-21,STUDENT
689,pingzhou688,杜欢,juntao@example.net,13298873243,19,男,168.0,76.5,27.1,增肌,年卡,2024-05-06,STUDENT
690,sunjing689,张帅,xiulan21@example.net,13166951039,35,男,168.4,83.6,29.5,塑形,年卡,2024-06-14,STUDENT
691,qiangbai690,姜佳,juanjin@example.net,13682546992,54,女,163.4,54.8,20.5,减脂,月卡,2024-11-16,STUDENT
692,lizhang691,郑亮,gwu@example.org,15307052870,22,男,184.9,75.9,22.2,减脂,年卡,2024-11-11,STUDENT
693,shaotao692,朱兵,changjun@example.com,14586836715,26,男,176.5,77.5,24.9,增肌,年卡,2024-04-03,STUDENT
694,xiuyingtang693,粟秀荣,guiying74@example.net,15911264054,44,男,179.8,92.7,28.7,减脂,月卡,2024-05-22,STUDENT
695,naxue694,刘凤英,chengchao@example.com,13989805551,38,女,160.2,50.6,19.7,塑形,月卡,2024-08-10,STUDENT
696,gang95695,秦鑫,qiangwang@example.org,13433329825,22,女,162.3,52.6,20.0,减重,年卡,2024-07-10,STUDENT
697,yong11696,龚欣,xiahao@example.net,15338740716,51,女,170.1,64.8,22.4,减脂,季卡,2025-11-05,STUDENT
698,yangyan697,孙兰英,xia73@example.org,18171334989,23,男,169.8,70.8,24.6,增肌,年卡,2025-03-17,STUDENT
699,caona698,张玉梅,xia90@example.net,15186490714,40,男,163.9,56.7,21.1,减重,季卡,2024-04-30,STUDENT
700,min86699,王波,yansu@example.com,15205917310,37,女,166.0,55.2,20.0,减重,次卡,2024-07-12,STUDENT
701,hduan700,朱桂芝,caina@example.org,15758759215,31,女,154.8,56.6,23.6,增肌,年卡,2025-12-16,STUDENT
702,zhoujun701,朱岩,gaojie@example.org,18137861128,28,女,165.9,66.5,24.2,减重,月卡,2024-03-04,STUDENT
703,pingtian702,陈磊,jing57@example.org,13451630957,28,男,178.0,68.8,21.7,减重,年卡,2025-08-23,STUDENT
704,jun46703,刘玉华,wei50@example.net,15093223511,42,女,152.9,62.0,26.5,增肌,季卡,2024-08-19,STUDENT
705,mcui704,林利,xia12@example.org,13433995871,35,男,170.1,67.2,23.2,减脂,季卡,2025-04-17,STUDENT
706,leisu705,任柳,yijing@example.org,13477956677,20,男,180.0,83.1,25.7,减脂,月卡,2024-05-15,STUDENT
707,gang63706,程琴,weijia@example.org,18540417232,20,女,162.3,75.0,28.5,塑形,年卡,2024-11-02,STUDENT
708,na18707,韩慧,jyi@example.net,18961037067,35,男,168.1,75.7,26.8,增肌,年卡,2025-03-07,STUDENT
709,xiulan43708,章慧,guiying35@example.org,18255716453,49,女,160.3,58.6,22.8,减脂,季卡,2024-08-16,STUDENT
710,pingye709,张凯,yinfang@example.org,13739928849,24,男,181.2,83.8,25.5,增肌,年卡,2025-06-19,STUDENT
711,tao33710,王坤,guping@example.com,18098653521,44,女,162.7,66.7,25.2,减重,年卡,2024-09-14,STUDENT
712,qinxia711,周莉,na17@example.com,15145507710,27,男,169.8,61.9,21.5,减重,月卡,2025-12-06,STUDENT
713,wanjie712,胡欣,tao53@example.net,18860534461,24,男,165.7,49.7,18.1,减脂,月卡,2024-04-02,STUDENT
714,chaodeng713,徐丽,chao64@example.org,13451827659,34,男,184.3,70.3,20.7,减重,年卡,2024-04-14,STUDENT
715,yanye714,李淑华,guiyingpeng@example.net,18185340458,26,女,158.9,53.4,21.2,减脂,季卡,2025-11-08,STUDENT
716,ganghao715,王莹,ijin@example.org,15161112765,42,男,173.8,79.9,26.4,塑形,季卡,2024-11-27,STUDENT
717,fshi716,傅洁,yangzeng@example.org,15677512733,35,男,177.2,69.8,22.3,减脂,季卡,2025-04-28,STUDENT
718,lei68717,涂霞,caichao@example.com,15331235386,47,女,159.2,57.9,22.8,减脂,年卡,2025-04-03,STUDENT
719,fangye718,丛玉兰,yitao@example.org,13516026824,18,男,170.5,83.8,28.8,减脂,季卡,2025-05-26,STUDENT
720,fqiao719,朱淑华,pgu@example.net,13431080850,41,女,162.5,63.9,24.2,减重,月卡,2024-02-24,STUDENT
721,guiyingjiang720,周淑珍,wei00@example.org,18894312566,30,女,163.3,68.1,25.5,减脂,年卡,2024-01-26,STUDENT
722,jiezhou721,范帅,qiang50@example.net,14568113245,29,女,160.9,46.9,18.1,减脂,年卡,2025-06-22,STUDENT
723,na88722,杨丹丹,renfang@example.org,13843531866,34,女,162.0,52.6,20.0,减重,季卡,2025-01-04,STUDENT
724,xiulan77723,陈秀英,vwan@example.com,13813069093,42,男,168.8,73.4,25.8,增肌,年卡,2025-05-01,STUDENT
725,gyan724,许娜,xiulanxue@example.org,15698699819,28,男,179.4,77.5,24.1,减重,季卡,2025-01-10,STUDENT
726,li99725,周萍,guoyang@example.org,15321823149,45,男,173.9,88.0,29.1,减重,次卡,2025-12-17,STUDENT
727,gang72726,李小红,qliao@example.org,13717397672,38,女,161.2,77.5,29.8,塑形,季卡,2025-10-18,STUDENT
728,fkong727,李冬梅,juanjin@example.net,15797675373,31,男,175.4,57.6,18.7,减脂,年卡,2024-11-07,STUDENT
729,ping93728,孙晨,btao@example.org,18222913416,44,女,163.8,62.1,23.1,增肌,年卡,2025-06-26,STUDENT
730,yanghan729,楼辉,fbai@example.org,15815987438,43,男,179.7,84.1,26.0,减重,年卡,2024-07-10,STUDENT
731,juan43730,吴平,li63@example.com,14533319495,26,男,171.2,59.6,20.3,减脂,年卡,2024-12-19,STUDENT
732,cxu731,孟龙,qiaoguiying@example.net,15381805923,18,男,170.7,62.5,21.4,减重,季卡,2024-11-08,STUDENT
733,xiuying58732,俞璐,zhongfang@example.org,13268886631,32,女,157.1,58.7,23.8,减脂,年卡,2025-10-13,STUDENT
734,ijia733,王磊,changwei@example.net,15842229146,54,女,168.3,65.7,23.2,增肌,年卡,2024-05-05,STUDENT
735,yangxiuying734,邓辉,whou@example.com,15557920291,30,男,164.8,68.8,25.3,减脂,月卡,2024-11-04,STUDENT
736,wangping735,庄秀梅,xiulan42@example.org,13103725494,30,男,179.2,71.2,22.2,减脂,月卡,2025-10-09,STUDENT
737,wuping736,张淑兰,hejing@example.com,15319082106,31,男,171.2,70.5,24.0,增肌,次卡,2024-06-20,STUDENT
738,panyan737,王秀荣,lisu@example.org,18878810881,45,女,156.1,58.3,23.9,减脂,次卡,2024-05-25,STUDENT
739,duanming738,杨桂荣,yaoli@example.net,18904372040,29,女,159.4,59.1,23.3,塑形,季卡,2024-09-07,STUDENT
740,fanjing739,张玉,ping50@example.org,15105115472,46,女,155.6,50.1,20.7,减重,月卡,2024-03-14,STUDENT
741,qren740,王勇,qsun@example.org,15826017232,39,男,176.3,71.1,22.9,增肌,季卡,2024-12-26,STUDENT
742,mingpeng741,刘琴,vliao@example.net,18550348466,26,女,168.6,59.2,20.8,减重,月卡,2024-02-02,STUDENT
743,sxiang742,郭桂芝,kxie@example.net,15834523635,41,男,173.3,80.5,26.8,减脂,月卡,2025-02-04,STUDENT
744,xlei743,陈兰英,kduan@example.net,18171413983,35,女,152.9,39.7,17.0,减重,年卡,2025-06-11,STUDENT
745,hanwei744,尚海燕,zhaoxia@example.com,18978603358,29,男,162.8,73.7,27.8,增肌,年卡,2025-05-25,STUDENT
746,ptan745,蔡秀珍,minwu@example.com,18933735575,21,女,157.2,73.4,29.7,减重,月卡,2025-10-03,STUDENT
747,li02746,刘凤兰,zhujun@example.net,18668671474,43,男,168.6,69.8,24.6,增肌,年卡,2025-11-09,STUDENT
748,fangna747,刘辉,yongsun@example.net,15817586629,41,女,167.7,78.8,28.0,减脂,次卡,2024-05-13,STUDENT
749,gang16748,冯丽丽,xiulanlu@example.net,15986459484,53,男,184.4,93.9,27.6,塑形,次卡,2025-03-11,STUDENT
750,juan66749,侯杨,jinping@example.com,15715708563,35,男,178.1,81.8,25.8,减重,年卡,2024-08-20,STUDENT
751,maojun750,庞桂珍,yangjing@example.net,15630281969,46,女,163.9,54.7,20.3,减重,年卡,2025-06-27,STUDENT
752,ffeng751,王丽丽,xiuyinglei@example.com,18247951487,27,女,155.9,53.5,22.0,减重,月卡,2024-02-01,STUDENT
753,vdai752,李桂花,mzhang@example.net,13092064420,19,女,159.1,52.3,20.6,减重,年卡,2025-06-14,STUDENT
754,tangyong753,吴秀英,wxu@example.org,18206796467,29,女,163.5,66.5,24.9,减脂,年卡,2024-12-13,STUDENT
755,yzhang754,曾雪,fdeng@example.com,14739732005,24,男,172.5,84.6,28.4,减脂,年卡,2024-12-14,STUDENT
756,xkang755,李宁,liqian@example.com,15975224234,50,女,154.3,51.0,21.4,减重,月卡,2024-05-12,STUDENT
757,cuiming756,李丽娟,fanli@example.net,14524095282,37,女,156.4,41.6,17.0,增肌,年卡,2024-11-27,STUDENT
